1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
0000001101111000,1111110010001000,0000010001001101,0000010001001101,
1111110010001000,0000001101111000,1111101110110011,1111101110110011,
